מזהה,SettlementName,SettlementCode,District,SubDistrict,NaturalArea,MunicipalStatus,Metropolin,SettlementReligion,pop2013,JewsAndOthers,Jews,Arabs,FoundationYear,SettlementForm,Organization,AvarageHeight,EnglishName,PlanningCommittee,PoliceZone,X_ITM,Y_ITM,X_GEO,Y_GEO,yesod
1008,עכו,7600,2,24,246,0,241,4,47397,32.8,29.9,14.6,1948,160,,9,Akko,213,1330,208220,759240,35.0843021823724,32.9280280367238,-691639200000
1009,עלומים,1146,6,62,622,39,,1,459,0.5,0.5,,1966,330,3,98,Alumim,653,3482,153760,595790,34.5132809592974,31.4522584477837,-123559200000
1010,עלי,3765,7,72,,73,,1,3649,3.6,3.6,,1984,190,,686,Eli,711,4354,225340,664380,35.266751699044,32.0726817361524,444434400000
1011,עלי זהב,3727,7,73,,72,145,1,737,0.7,0.7,,1982,370,9,367,Ale Zahav,710,4164,206360,664180,35.0657371424061,32.0708176355213,381362400000
1012,עלמה,688,2,21,212,2,,1,677,0.7,0.7,,1949,310,2,677,Alma,209,1230,247040,772930,35.499764806549,33.0511743817723,-660016800000
1013,עלמון,3715,7,74,,73,445,1,1190,1.2,1.2,,1982,370,11,502,Almon,711,4355,228050,637530,35.2952147510249,31.8305269427051,381362400000
1014,עמוקה,1212,2,21,212,2,,1,149,0.1,0.1,,1980,370,19,706,Amuqqa,209,1230,249390,767040,35.5247327932564,32.9980051805872,318204000000
1015,עמינדב,779,1,11,111,26,444,1,1048,1,1,,1950,310,1,824,Amminadav,151,6130,213500,628770,35.1415726682966,31.751542763008,-628480800000
1016,עמיעד,385,2,21,213,1,,1,422,0.4,0.4,,1946,330,15,241,Ammi'ad,253,1220,250920,759250,35.540837481183,32.927723108738,-754711200000
1017,עמיעוז,318,6,62,622,38,,1,181,0.2,0.2,,1957,310,1,127,Ammi'oz,653,3430,144060,573250,34.4129442589627,31.2483981491933,-407556000000
1018,עמיקם,773,3,32,323,45,,1,697,0.7,0.7,,1950,310,9,82,Ammiqam,351,1181,202210,718780,35.0207949216097,32.5631227133215,-628480800000
1019,עמיר,319,2,21,211,1,,1,542,0.5,0.5,,1939,330,15,76,Amir,253,1210,258240,787030,35.6202747416813,33.1779620741744,-975636000000
1020,עמנואל,3660,7,73,,99,145,1,3115,3.1,3.1,,1983,190,,362,Immanu'el,708,4164,213080,674230,35.1368405008877,32.1615056520357,412898400000
1021,עמקה,708,2,24,245,4,,1,613,0.6,0.6,,1949,310,1,81,Amqa,201,1350,215480,764900,35.1618997296351,32.9791131906113,-660016800000
1022,ענב,3712,7,73,,72,,1,684,0.7,0.7,,1981,370,11,300,Enav,710,4164,212100,687860,35.1263463110858,32.2844118763369,349826400000
1023,עספיא,534,3,31,311,99,223,2,11553,,,11.4,,270,,472,Isifya,356,1140,206390,735850,35.0650660054468,32.7171026441329,-2206318840000
1024,עפולה,7700,2,23,234,0,,1,42770,42.5,39.1,,1925,160,,144,Afula,215,1420,228670,724770,35.3026062926342,32.6172317402721,-1417399200000
1025,עפרה,3617,7,74,,73,445,1,3552,3.6,3.5,,1975,190,,828,Ofra,711,4354,225280,651000,35.2660354115049,31.9520202292362,160437600000
1026,עץ אפרים,3778,7,73,,72,145,1,1225,1.2,1.2,,1985,350,,203,Ez Efrayim,710,4164,204540,669600,35.0463778455621,32.1196722374805,476056800000
1027,עצמון שגב,917,2,24,241,56,241,1,1039,1,1,,1953,370,13,319,Atsmon Segev,205,1360,223910,752350,35.2520223111226,32.8659508645065,-533786400000
1028,עראבה,531,2,24,241,99,,2,23038,,,23,,260,,247,Arrabe,262,1360,231960,750760,35.3380091678352,32.8515517867562,-2206318840000
1029,עראמשה*,1246,2,24,244,4,,2,1533,,,1.5,,450,,428,Aramsha,201,1350,221440,777040,35.2256854542572,33.0885802778445,-2206318840000
1030,ערב אל נעים,1335,2,24,241,56,241,2,713,,,0.7,,450,,299,Arab Al Naim,205,1360,227440,754820,35.289759146335,32.8882023909358,-2206318840000
1031,ערד,2560,6,62,623,0,,1,24207,23.5,19.3,,1961,160,,528,Arad,610,3480,220350,574140,35.2138198711188,31.2588610268853,-281325600000
1032,ערוגות,593,6,61,611,33,143,1,1084,1.1,1.1,,1949,310,1,66,Arugot,616,3830,178510,626920,34.7723607386829,31.7341419178325,-660016800000
1033,ערערה,637,3,32,323,99,,2,23332,,,23.3,,260,,172,Ar'ara,354,1450,208730,711710,35.0903018839722,32.4994525050636,-2206318840000
1034,ערערה-בנגב,1192,6,62,623,99,,2,14798,,,14.8,,270,,458,Ar'ara-BaNegev,653,3481,202190,563020,35.0233481236777,31.1584404772578,-2206318840000
1035,עשרת,591,4,44,441,32,143,1,959,1,0.9,,1954,350,,56,Aseret,456,5230,176170,636960,34.7472238936543,31.8245977647891,-502250400000
1036,עתלית,53,3,32,321,15,223,1,6267,6.2,6.1,,1904,180,,11,Atlit,303,1182,194900,732970,34.9425846450355,32.6909376328393,-2080174840000
1037,עתניאל,3748,7,77,,78,,1,953,1,1,,1983,370,11,700,Otni'el,715,4352,202830,594170,35.0295425324389,31.4393929960482,412898400000
1038,פארן,1151,6,62,625,54,,1,437,0.4,0.4,,1972,310,1,107,Paran,657,3450,214750,474860,35.1554804898982,30.3633695312453,65743200000
1039,פארק תעשיות ספירים,1763,6,61,614,37,,,,,,,,520,,,,653,3840,161450,602820,34.5937675739687,31.5160681269155,-2206318840000
1040,פדואל,3768,7,73,,72,145,1,1371,1.4,1.4,,1984,370,2,369,Pedu'el,710,4164,205070,663150,35.0520904517231,32.0615134432033,444434400000
1041,פדויים,750,6,62,622,42,344,1,476,0.5,0.5,,1950,310,1,115,Peduyim,653,3430,162980,581830,34.6110670251152,31.3268471833034,-628480800000
1042,פדיה,838,4,43,432,30,143,1,782,0.8,0.8,,1951,310,1,99,Pedaya,426,5220,189000,640620,34.8826245481279,31.8580189648472,-596944800000
1043,פוריידיס,537,3,32,321,99,,2,11868,,,11.9,,270,,50,Fureidis,353,1181,195810,722640,34.9525494155568,32.597811011986,-2206318840000
1044,פורייה - כפר עבודה,1104,2,22,221,6,,1,347,0.3,0.3,,1949,350,,39,Poriyya-Kefar Avoda,214,1240,251530,736150,35.5465598404705,32.7194183536643,-660016800000
1045,פורייה - נווה עובד,1105,2,22,221,6,,1,1055,1,1,,1949,350,,139,Poriyya-Newe Oved,214,1240,250650,738890,35.5372650468876,32.7441499103235,-660016800000
1046,פורייה עילית,1313,2,22,221,6,,1,819,0.8,0.7,,1955,350,,137,Poriyya Illit,214,1240,251540,737370,35.5467085367539,32.7304186768896,-470714400000
1047,פורת,767,4,41,411,18,141,1,1167,1.2,1.2,,1950,310,2,57,Porat,412,5120,195510,686990,34.9502572226109,32.2763349085916,-628480800000
1048,פטיש,749,6,62,622,42,344,1,801,0.8,0.8,,1950,310,1,96,Pattish,653,3430,158100,581900,34.559793512247,31.3272312864292,-628480800000
1049,פלך,1185,2,24,243,56,,1,96,0.1,0.1,,1980,330,15,496,Pelekh,205,1310,222170,759870,35.2334537849042,32.9337629286824,318204000000
1050,פלמחים,597,4,44,442,27,143,1,497,0.5,0.5,,1949,330,15,17,Palmahim,456,5210,172350,649040,34.7062904259614,31.9333829647973,-660016800000
1051,פני חבר,3723,7,77,,78,,1,431,0.4,0.4,,1982,370,11,797,Pene Hever,715,4352,215740,599340,35.1653252584403,31.4861338160671,381362400000
1052,פסגות,3659,7,74,,73,445,1,1775,1.8,1.8,,1981,370,11,877,Pesagot,711,4354,221370,645110,35.2246671157885,31.898916367664,349826400000
1053,פסוטה,535,2,24,244,99,,2,2964,,,3,,290,,567,Fassuta,258,1320,229290,772590,35.309719930766,33.0484139440066,-2206318840000
1054,"פעמי תש""ז",2059,6,62,621,42,,1,477,0.5,0.5,,1953,310,1,179,Pa'ame Tashaz,653,3482,170840,594260,34.6930383809637,31.4393035745462,-533786400000
1055,פצאל,3615,7,75,,75,,1,223,0.2,0.2,,1975,310,1,-250,Peza'el,712,4164,242570,661230,35.4491583066845,32.0440540638587,160437600000
1056,פקיעין (בוקייעה),536,2,24,243,99,,2,5486,,,5.5,,280,,615,Peqi'in (Buqei'a),258,1320,230880,764230,35.3266388298296,32.9730194279417,-2206318840000
1057,פקיעין חדשה,281,2,24,243,52,,1,455,0.5,0.5,,1955,310,19,539,Peqi'in Hadasha,255,1320,230530,765410,35.322909043349,32.9836627100765,-470714400000
1058,פרדס חנה-כרכור,7800,3,32,324,99,,1,35774,35.7,34.6,,1913,160,,48,Pardes Hanna-Karkur,353,1180,197940,708720,34.9755572280864,32.4723342118624,-1796091640000
1059,פרדסייה,171,4,41,411,99,141,1,5462,5.5,5.4,,1942,180,,52,Pardesiyya,457,5120,191820,690270,34.9109945425395,32.3058276224656,-880945200000
1060,פרוד,599,2,21,212,2,,1,280,0.3,0.3,,1949,330,15,426,Parod,209,1230,240860,759710,35.4332907981366,32.9321140300389,-660016800000
1061,פרזון,2053,2,23,234,8,,1,317,0.3,0.3,,1953,310,1,78,Perazon,204,1420,229440,716840,35.3107259215166,32.5457182742417,-533786400000
1062,פרי גן,1231,6,62,622,38,,1,193,0.2,0.2,,1981,310,6,93,Peri Gan,653,3430,138490,570310,34.3547143103816,31.2215114465938,349826400000
1063,פתח תקווה,7900,4,42,422,0,132,1,219303,219,202.3,,1878,130,,31,Petah Tiqwa,410,5130,189410,665790,34.8861746011594,32.085012824079,-2900542854000
1064,פתחיה,839,4,43,432,30,143,1,842,0.8,0.8,,1951,310,6,102,Petahya,426,5220,189290,641650,34.8856567968531,31.867315374904,-596944800000
1065,צאלים,413,6,62,622,38,,1,421,0.4,0.4,,1947,330,15,140,Ze'elim,653,3430,155560,568240,34.5339799123975,31.2039016335536,-723175200000
1066,צביה,1180,2,24,242,56,,1,310,0.3,0.3,,1979,370,19,256,Zviyya,205,1360,231350,754990,35.3315472458146,32.8896997474078,286668000000
1067,צבעון,1213,2,21,212,1,,1,97,0.1,0.1,,1980,330,15,761,Ziv'on,253,1230,239240,770070,35.4161923830812,33.0255568395864,318204000000
1068,צובה,465,1,11,111,26,444,1,637,0.6,0.6,,1948,330,15,724,Zova,151,7004,211400,632310,35.1193795003543,31.7834551029589,-691639200000
1069,צוחר,1136,6,62,622,38,,1,346,0.3,0.3,,1973,350,,135,Zohar,653,3430,145260,571900,34.4256404805462,31.2363003365245,97365600000
1070,צופייה,1111,4,44,441,29,143,,,,,,,510,,36,Zofiyya ,456,5230,175360,640430,34.738511256491,31.8558592829314,-2206318840000
1071,צופים,3791,7,73,,72,145,1,1622,1.6,1.6,,1989,350,,163,Zufim,710,4164,201100,678290,35.0097597952634,32.1979863338724,602287200000
1072,צופית,198,4,42,421,20,141,1,1303,1.3,1.3,,1933,310,1,66,Zofit,417,5140,192690,677760,34.9205832196561,32.193038223086,-1164938400000
1073,צופר,1150,6,62,625,54,,1,377,0.4,0.4,,1970,310,1,12,Zofar,657,3450,217210,496610,35.1810230735331,30.5595671398866,2671200000
1074,צוקי ים,1102,4,41,411,16,141,1,239,0.2,0.2,,1956,350,,29,Zuqi Yam,409,5120,186930,696440,34.8588618388342,32.3613339615302,-439178400000
1075,צוקים,1262,6,62,625,54,,1,225,0.2,0.2,,1983,370,,41,Zuqim,657,3450,215790,489030,35.1662490822472,30.4911907943236,412898400000
1076,צור הדסה,1113,1,11,111,26,444,1,6965,6.9,6.6,,1960,180,,732,Zur Hadassa,151,7004,209120,624950,35.0953852850008,31.717061086778,-312948000000
1077,צור יצחק,1345,4,42,421,20,141,1,2694,2.7,2.6,,2007,190,,119,Zur Yizhaq,417,5150,200060,683060,34.9986332814122,32.2409834219094,1170280800000
1078,צור משה,276,4,41,411,18,141,1,3314,3.3,3.3,,1937,190,,50,Zur Moshe,412,5120,192050,689380,34.9134623029848,32.2978076572069,-1038708000000
1079,צור נתן,1148,4,42,421,20,141,1,291,0.3,0.3,,1970,320,9,187,Zur Natan,417,5150,201430,683030,35.0131701411959,32.240735723378,2671200000
1080,צוריאל,774,2,24,243,52,,1,298,0.3,0.3,,1950,310,1,639,Zuri'el,255,1320,229670,767970,35.3137368614408,33.0067537298797,-628480800000
1081,צורית,1221,2,24,242,56,241,1,752,0.8,0.7,,1981,370,9,347,Zurit,205,1310,223990,756420,35.2528970353612,32.9026490135644,349826400000
1082,ציפורי,613,2,23,237,9,,1,827,0.8,0.8,,1949,310,1,250,Zippori,254,1410,226390,739000,35.2784194904121,32.7455619051329,-660016800000
1083,צלפון,796,1,11,112,26,,1,790,0.8,0.8,,1950,310,1,168,Zelafon,151,7004,193580,634670,34.9311761450503,31.8044737039804,-628480800000
1084,צנדלה,636,2,23,232,8,,2,1514,,,1.5,,450,,108,Sandala,204,1420,230620,714280,35.3232579930709,32.5226227027466,-2206318840000
1085,צפרייה,594,4,43,432,40,133,1,930,0.9,0.9,,1949,310,2,31,Zafriyya,425,5210,186500,656720,34.8556613991913,32.0031396242921,-660016800000
1086,צפרירים,1079,1,11,112,26,444,1,366,0.4,0.4,,1958,310,1,323,Zafririm,151,7004,194740,618650,34.9438305843847,31.66002492695,-376020000000
1087,צפת,8000,2,21,212,0,,1,32901,32.2,30.5,,,160,,604,Zefat,216,1230,247510,763340,35.5045038804581,32.9646938852238,-2206318840000
1088,צרופה,612,3,32,321,15,243,1,1079,1.1,1.1,,1949,310,1,21,Zerufa,303,1181,195420,728260,34.9482507547349,32.6484787937348,-660016800000
1089,צרעה,567,1,11,112,26,444,1,867,0.9,0.9,,1948,330,15,208,Zor'a,151,7004,197160,630050,34.9690871952658,31.762884557195,-691639200000
1090,קבועה (שבט),1234,6,62,623,100,,3,,,,,,460,,,,699,3480,216000,572000,35.1681562508312,31.2395552782705,-2206318840000
1091,קבוצת יבנה,334,4,44,441,29,143,1,901,0.9,0.9,,1941,330,3,49,Qevuzat Yavne,456,3830,173570,635940,34.7198101451621,31.8152977601989,-912481200000
1092,קדומים,3557,7,73,,99,145,1,4174,4.2,4.1,,1977,190,,417,Qedumim,710,4164,215280,680540,35.1601357712362,32.2184184116504,223596000000
1093,קדימה-צורן,195,4,41,411,99,141,1,18624,18.6,18.3,,1933,170,,51,Qadima- Zoran ,457,5120,192580,687370,34.9191460536834,32.2796951805113,-1164938400000
1094,קדמה,392,6,61,611,35,,1,238,0.2,0.2,,1946,340,,100,Qedma,632,3830,178740,623230,34.774941133125,31.7008728084482,-754711200000
1095,קדמת צבי,4025,2,29,293,71,,1,344,0.3,0.3,,1985,310,7,476,Qidmat Zevi,219,1270,265570,770640,35.6980374272428,33.0298996561763,476056800000
1096,קדר,3781,7,76,,76,445,1,1294,1.3,1.3,,1985,370,9,456,Qedar,714,4355,229560,629070,35.3110775843412,31.7542191021274,476056800000
1097,קדרון,615,4,44,441,28,143,1,1576,1.6,1.6,,1949,310,1,52,Qidron,456,5230,180810,635920,34.7962742109634,31.8153855413981,-660016800000
1098,קדרים,1211,2,22,221,1,,1,186,0.2,0.2,,1980,330,15,107,Qaddarim,253,1240,244700,755930,35.4742451256374,32.8979490262277,318204000000
1099,קודייראת א-צאנע (שבט),964,6,62,623,100,,3,,,,,,460,,,,699,3481,211000,578000,35.1156209464517,31.293644517344,-2206318840000
1100,קוואעין (שבט),972,6,62,623,100,,3,,,,,,460,,,,699,3481,202000,581000,35.0210424993566,31.3206015183559,-2206318840000
1101,קוממיות,766,6,61,611,34,,1,418,0.4,0.4,,1950,310,19,70,Qomemiyyut,631,3820,174530,618890,34.7307319316207,31.6615763853394,-628480800000
1102,קורנית,1179,2,24,241,56,241,1,837,0.8,0.8,,1982,370,10,452,Qoranit,205,1360,223920,749920,35.2521174247104,32.8440398362701,381362400000
1103,קטורה,1052,6,62,625,53,,1,453,0.4,0.4,,1970,330,15,113,Qetura,608,3460,205620,431230,35.0610793068273,29.9697292600552,2671200000
1104,קיסריה,1167,3,32,324,15,,1,4632,4.6,4.5,,1977,190,,21,Qesaryya,303,1180,191570,712630,34.9076811451632,32.5074503446408,223596000000
1105,קלחים,414,6,62,621,42,,1,548,0.5,0.5,,1954,310,10,170,Qelahim,653,3482,169400,595380,34.6778349672692,31.449342945029,-502250400000
1106,קליה,3601,7,75,,74,,1,374,0.4,0.4,,1968,330,15,-361,Qalya,713,4355,244340,628730,35.4670647841801,31.7509267358661,-60487200000
1107,קלנסווה,638,4,41,412,0,141,2,20645,,,20.6,,260,,37,Qalansawe,458,5150,198070,688250,34.9774020883395,32.2877488681868,-2206318840000
1108,קלע,4024,2,29,292,71,,1,189,0.2,0.2,,1984,370,9,671,Qela,219,1270,264810,781990,35.6904652066087,33.1322656576634,444434400000
1109,קציר                ,1243,3,32,323,14,,1,2548,2.5,2.3,,1982,190,,324,Qazir,351,1450,210040,710220,35.1042561092113,32.4860284791208,381362400000
1110,קצר א-סר,1347,6,62,623,68,,2,1240,,,1.2,,450,,537,Qasr A-Sir,624,3450,198240,554660,34.9820966313085,31.0829744855968,-2206318840000
1111,קצרין,4100,2,29,293,99,,1,6736,6.7,5.7,,1977,180,,339,Qazrin,220,1270,264640,766510,35.6878798186977,32.9927012233109,223596000000
1112,קריית אונו,2620,5,52,512,0,122,1,35546,35.5,34.8,,1939,160,,61,Qiryat Ono,508,2370,186650,663100,34.8570317138702,32.0606780752386,-975636000000
1113,קריית ארבע,3611,7,77,,99,,1,7166,7.2,7,,1972,180,,913,Qiryat Arba,709,4352,211250,604800,35.1180255736755,31.5353532124707,65743200000
1114,קריית אתא,6800,3,31,311,0,222,1,53378,53.3,49.4,,1925,150,,37,Qiryat Atta,305,1160,210400,745530,35.1077443367789,32.804427370497,-1417399200000
1115,קריית ביאליק,9500,3,31,311,0,221,1,38591,38.6,35.8,,1934,160,,12,Qiryat Bialik,352,1160,208720,749340,35.0897630289723,32.8387666303363,-1133402400000
1116,קריית גת,2630,6,61,612,0,,1,49352,49.3,46.2,,1954,160,,128,Qiryat Gat,606,3820,177740,613050,34.7648252275393,31.6090303737091,-502250400000
1117,קריית חינוך מרחבים,1768,6,62,622,42,,,,,,,,520,,,,653,3430,161790,580470,34.5986433687925,31.3145235647519,-2206318840000
1118,קריית טבעון,2300,3,31,311,99,222,1,17474,17.4,17.1,,1937,170,,120,Qiryat Tiv'on,306,1160,212150,735670,35.1265063720491,32.7155327901256,-1038708000000
1119,קריית ים,9600,3,31,311,0,221,1,38681,38.6,34.1,,1941,160,,6,Qiryat Yam,352,1160,207040,750440,35.0718042006307,32.8486674559827,-912481200000
1120,קריית יערים,1137,1,11,111,99,444,1,3702,3.7,3.7,,1975,190,,711,Qiryat Ye'arim,152,6129,209740,634560,35.1018309903223,31.8037335413816,160437600000
1121,קריית יערים (מוסד),2039,1,11,111,26,444,1,285,0.3,0.2,,1952,340,,716,Qiryat Ye'arim(Institute),151,6129,209960,635430,35.1041457629756,31.8115813606168,-565408800000
1122,קריית מוצקין,8200,3,31,311,0,221,1,39228,39.2,36,,1934,160,,9,Qiryat Motzkin,352,1160,207770,748970,35.0796207435142,32.8354206810136,-1133402400000
1123,קריית מלאכי,1034,6,61,611,0,143,1,21336,21.3,20.9,,1951,160,,62,Qiryat Mal'akhi,617,3830,176010,626730,34.7459892005723,31.7323363165842,-596944800000
1124,קריית נטפים,3746,7,73,,72,145,1,758,0.8,0.8,,1983,370,2,429,Qiryat Netafim,710,4164,210770,669260,35.112396583884,32.1166713166667,412898400000
1125,קריית ענבים,78,1,11,111,26,444,1,439,0.4,0.4,,1920,330,15,677,Qiryat Anavim,151,6129,211430,635300,35.1196716452263,31.8104202531561,-1575252000000
1126,קריית עקרון,469,4,44,441,99,133,1,10718,10.7,10.4,,1948,170,,55,Qiryat Eqron,453,5230,183360,641010,34.8230167569681,31.8613712990388,-691639200000
1127,קריית שלמה,412,4,41,411,19,141,1,225,0.2,0.2,,1945,340,,28,Qiryat Shelomo,401,5120,187130,682340,34.8614657838186,32.2341929008402,-786247200000
1128,קריית שמונה,2800,2,21,211,0,,1,23114,22.4,20.8,,1950,160,,207,Qiryat Shemona,217,1210,253830,790740,35.5731319917329,33.2115611017217,-628480800000
1129,קרית חינוך עזתה,1766,6,62,621,39,,,,,,,,520,,,,653,3482,161310,593330,34.59285049663,31.43047717967,-2206318840000
1130,קרית תעופה,1746,4,43,432,25,142,,,,,,,520,,,,424,5160,191850,655110,34.9123256786799,31.9887636610424,-2206318840000
1131,קרני שומרון,3640,7,73,,99,145,1,6560,6.6,6.3,,1978,180,,317,Qarne Shomeron,717,4164,208870,675230,35.0921981447418,32.1704917969588,255132000000
1132,קשת,4006,2,29,292,71,,1,707,0.7,0.7,,1974,320,2,701,Qeshet,219,1270,275920,765150,35.8084811941611,32.9799135689197,128901600000
1133,ראמה,543,2,24,242,99,,2,7309,,,7.3,,280,,383,Rame,260,1310,234650,760380,35.3669034386507,32.9382591973193,-2206318840000
1134,ראס אל-עין,1334,2,24,242,56,,2,327,,,0.3,,450,,221,Ras Al-Ein,205,1310,235170,757720,35.372418424045,32.9142673446076,-2206318840000
1135,ראס עלי,990,3,31,311,12,222,2,535,,,0.5,,450,,63,Ras Ali,301,1160,214790,741960,35.1546339065401,32.7722642203603,-2206318840000
1136,ראש העין,2640,4,42,422,0,142,1,41451,41.4,41,,1950,160,,81,Rosh HaAyin,418,5160,196060,666940,34.9565855004901,32.0955407229137,-628480800000
1137,ראש פינה,26,2,21,213,99,,1,2845,2.8,2.8,,1882,190,,308,Rosh Pinna,259,1220,251050,763830,35.5423844798771,32.9690152901544,-2774312440000
1138,ראש צורים,3602,7,76,,76,445,1,908,0.9,0.9,,1969,330,3,918,Rosh Zurim,714,4352,211780,619480,35.1234920631416,31.6677506671267,-28864800000
1139,ראשון לציון,8300,4,44,442,0,133,1,237639,237.5,220.6,,1882,130,,41,Rishon LeZiyyon,413,5210,181260,652920,34.800357892974,31.968707099611,-2774312440000
1140,רבבה,3795,7,72,,72,145,1,1682,1.7,1.7,,1991,370,11,433,Revava,710,4164,212270,669470,35.1282891309469,32.1185756288561,665359200000
1141,רבדים,564,6,61,611,35,,1,589,0.6,0.6,,1948,330,15,79,Revadim,632,3830,182650,631300,34.8158813019603,31.773782381436,-691639200000
1142,רביבים,354,6,62,626,48,,1,1013,1,0.9,,1943,330,15,283,Revivim,620,3450,173440,550400,34.7223999794387,31.0438432442881,-849405600000
1143,רביד,1225,2,22,222,6,,1,100,0.1,0.1,,1981,330,15,165,Ravid,251,1240,243780,750700,35.4642745379734,32.8508122584206,349826400000
1144,רגבה,390,2,24,245,4,241,1,1030,1,1,,1946,320,15,18,Regba,201,1350,209630,764740,35.099318838662,32.9776335395725,-754711200000
1145,רגבים,444,3,32,323,14,,1,369,0.4,0.4,,1948,330,15,100,Regavim,351,1450,203490,714430,35.0344984973982,32.5239167193863,-691639200000
1146,רהט,1161,6,62,623,0,341,2,58690,,,58.6,,250,,222,Rahat,618,3485,176610,589020,34.7539576081208,31.3922737495559,-2206318840000
1147,רווחה,2051,6,61,612,34,,1,522,0.5,0.5,,1953,310,2,84,Rewaha,631,3820,174770,617530,34.7333243024789,31.6493208939834,-533786400000
1148,רוויה,2016,2,23,231,7,,1,365,0.4,0.4,,1952,310,2,-106,Rewaya,202,1430,244730,706100,35.4732168247873,32.448629610503,-565408800000
1149,רוח מדבר,1341,6,62,626,48,,,,,,,,510,,329,Ruah Midbar,620,3450,174460,543490,34.7333910837228,30.9815601617149,-2206318840000
1150,רוחמה,362,6,61,614,37,,1,586,0.6,0.6,,1944,330,15,166,Ruhama,653,3840,172030,600700,34.7052476082081,31.4974320933377,-817869600000
1151,רומאנה,539,2,25,237,65,,2,1077,,,1.1,,450,,166,Rummane,251,1410,229430,743670,35.3109060455773,32.7876478615369,-2206318840000
1152,רומת הייב,997,2,25,237,65,,2,1789,,,1.8,,450,,193,Rumat Heib,251,1410,228810,742600,35.3042768292845,32.7780051659664,-2206318840000
1153,רועי,3619,7,75,,75,,1,148,0.1,0.1,,1976,310,10,26,Ro'i,712,4164,245720,683880,35.4831300108513,32.2482380339072,191973600000
1154,רותם,3782,7,75,,75,,1,131,0.1,0.1,,1983,370,,-36,Rotem,712,4164,247580,691420,35.5030896194398,32.316185436752,412898400000
1155,רחוב,854,2,23,231,7,,1,349,0.3,0.3,,1951,310,2,-123,Rehov,202,1430,246280,706330,35.489707039805,32.4506673352967,-596944800000
1156,רחובות,8400,4,44,441,0,133,1,124988,124.7,118.5,,1890,140,,51,Rehovot,414,5230,181930,644370,34.8077768275745,31.8916257524417,-2521851640000
1157,רחלים,3822,7,72,,72,,1,414,0.4,0.4,,2013,370,11,529,Rehelim,710,4164,224420,667650,35.2570248725506,32.1021749106612,1359669600000
1158,ריחאנייה,540,2,21,212,2,,2,1156,,,1.2,,450,,674,Reihaniyye,209,1230,245880,772730,35.4873395435238,33.0493998732226,-2206318840000
1159,ריחן,3568,7,71,,72,,1,185,0.2,0.2,,1977,320,6,375,Rehan,710,4164,213020,708380,35.1359733132499,32.4694576831474,223596000000
1160,ריינה,542,2,25,237,99,,2,17759,,,17.7,,270,,318,Reine,257,1410,229530,736250,35.3118931380652,32.7207408096947,-2206318840000
1161,רימונים,3565,7,74,,73,445,1,544,0.5,0.5,,1977,370,10,669,Rimmonim,711,4354,232360,648960,35.3408942691098,31.9335647608741,223596000000
1162,רינתיה,616,4,42,422,25,142,1,1139,1.1,1.1,,1949,310,1,62,Rinnatya,424,5130,193360,661250,34.9281372656007,32.0441697430607,-660016800000
1163,רכסים,922,3,31,311,99,222,1,10089,10.1,10.1,,1957,170,,97,Rekhasim,355,1160,209750,739710,35.1008651442097,32.7519430780156,-407556000000
1164,רם-און,1069,2,23,234,8,,1,936,0.9,0.9,,1960,310,1,79,Ram-On,204,1420,224640,714740,35.2596126680237,32.5268147194272,-312948000000
1165,רמות,4702,2,29,293,71,,1,485,0.5,0.5,,1970,310,1,-10,Ramot,219,1270,262710,750730,35.6664903748151,32.8504994186457,2671200000
1166,רמות השבים,206,4,42,421,20,131,1,1660,1.7,1.6,,1933,350,,61,Ramot HaShavim,417,5140,189140,674730,34.883032251362,32.1656245133513,-1164938400000
1167,רמות מאיר,735,4,43,432,30,143,1,774,0.8,0.8,,1949,310,1,82,Ramot Me'ir,426,5230,186490,642380,34.856043661317,31.8738209943802,-660016800000
1168,רמות מנשה,445,2,23,236,13,,1,1062,1.1,1,,1948,330,15,180,Ramot Menashe,254,1420,205580,722560,35.0566234605094,32.5972551547139,-691639200000
1169,רמות נפתלי,372,2,21,212,55,,1,552,0.6,0.5,,1945,310,1,436,Ramot Naftali,253,1210,252020,778530,35.5532820149267,33.1015284944944,-786247200000
1170,רמלה,8500,4,43,432,0,133,4,69034,53.4,50.4,15.6,1948,150,,76,Ramla,415,5220,187480,648400,34.8663076170006,31.9281380595602,-691639200000
1171,רמת גן,8600,5,52,512,0,122,1,149594,149.3,142,,1921,140,,37,Ramat Gan,506,2300,183540,664030,34.8240639451177,32.0689701005402,-1543629600000
1172,רמת דוד,135,2,23,234,9,,1,430,0.4,0.4,,1926,330,15,67,Ramat Dawid,254,1440,219230,731520,35.2020248631421,32.6781360030837,-1385863200000
1173,רמת הכובש,184,4,42,421,20,141,1,1006,1,1,,1932,330,15,61,Ramat HaKovesh,417,5140,194350,680470,34.9381160188353,32.2175144834646,-1196560800000
1174,רמת השופט,335,2,23,236,13,,1,1004,1,0.9,,1941,330,15,240,Ramat HaShofet,254,1420,209100,724040,35.0941030416987,32.6106391407893,-912481200000
1175,רמת השרון,2650,5,51,511,0,121,1,43847,43.8,43.3,,1923,160,,39,Ramat HaSharon,553,2360,185190,671840,34.8412594482094,32.1394500822566,-1480557600000
1176,רמת חובב,1770,6,62,623,99,,,,,,,,520,,,,621,3440,178430,561060,34.7742377284085,31.140171736595,-2206318840000
